"support_wind_turbines","proximity_to_proposed","env_concern","trust_in_government","left_right_ideology","age","income","educ"
1,0,3,0,0,62,41203,1
0,0,2,1,1,68,69821,2
1,1,1,1,0,68,73735,2
1,0,2,1,0,23,44942,2
1,0,2,1,1,61,59552,2
1,1,2,0,0,19,20626,2
1,1,3,1,1,39,43886,2
0,0,1,0,1,18,31901,3
1,0,3,1,1,50,93236,2
1,0,3,1,1,29,60030,3
0,1,2,1,0,27,31003,1
1,0,3,1,1,79,40560,3
0,0,2,1,0,19,32466,3
1,0,2,0,0,61,14717,1
1,1,2,0,0,84,53710,2
1,0,1,0,0,81,79077,1
1,1,3,1,1,44,68990,1
1,0,1,0,1,55,64939,2
1,0,3,1,1,44,42153,2
1,1,3,0,1,24,26551,3
0,1,1,0,1,41,82787,1
1,1,1,1,0,21,51038,2
1,1,3,1,0,77,68643,1
1,1,2,1,0,59,83946,3
1,0,1,1,1,18,65094,3
1,0,3,0,1,68,74070,2
1,0,3,1,0,55,70830,2
1,1,2,0,0,43,83672,1
0,0,1,0,1,69,55460,1
1,1,3,1,1,24,68390,2
1,0,1,1,0,28,47134,1
0,1,2,1,0,35,58172,1
1,0,1,0,1,78,87216,2
1,1,1,0,0,41,80865,1
1,0,3,0,0,37,46144,2
1,0,1,0,1,56,74839,2
1,0,2,0,1,61,61638,3
1,1,1,1,1,64,65660,2
0,1,1,1,1,67,48599,2
1,0,2,1,0,72,73553,2
1,0,1,1,1,24,62433,1
0,0,2,0,1,59,28487,2
1,0,3,1,0,19,74638,3
1,0,1,1,0,73,26560,1
1,0,1,0,0,62,34482,1
1,0,2,0,1,53,20299,1
1,0,3,1,1,37,74109,2
1,1,3,0,0,53,50444,2
1,0,1,1,0,81,53605,1
1,0,3,0,0,52,56099,1
1,0,3,0,0,72,69081,1
1,0,1,0,0,82,63529,2
1,1,2,1,1,80,43220,3
1,0,2,1,1,40,94909,1
1,0,1,1,0,45,44794,1
0,0,1,1,1,57,37914,2
1,0,3,0,0,19,24054,2
1,0,1,1,1,24,87818,1
0,1,1,0,1,56,79637,1
0,0,1,0,0,80,34026,3
1,0,3,1,0,33,15449,2
1,0,1,1,0,31,74111,2
1,0,2,1,1,60,91414,3
1,0,3,1,1,30,17840,1
0,0,1,0,0,27,33156,2
1,0,1,1,1,68,59681,1
0,0,1,1,0,82,15523,2
1,1,2,0,1,72,56580,2
1,0,3,0,1,50,42308,2
0,1,3,1,1,85,10744,1
0,1,1,1,0,50,38842,1
1,0,1,0,1,24,59782,1
1,0,1,1,1,61,91531,1
1,0,2,1,1,77,61979,2
1,0,3,0,0,77,66477,3
0,0,2,0,1,55,40213,1
1,0,1,1,1,35,11304,3
1,1,2,0,1,30,53635,3
1,1,3,0,1,66,75528,3
1,0,2,1,1,37,12095,1
1,0,3,0,0,35,21762,2
0,0,2,1,1,73,16169,3
1,0,3,1,0,79,51344,3
1,1,3,1,0,71,72188,2
1,1,1,1,0,45,60601,2
1,1,2,1,0,59,92735,3
0,0,1,0,0,39,25962,3
0,0,2,0,1,53,31349,2
1,1,1,0,1,22,70452,1
1,0,3,1,1,67,70197,2
1,0,2,1,1,67,22307,2
1,1,1,1,1,71,51502,3
1,1,3,1,1,34,79238,2
1,0,2,0,1,44,29767,1
1,1,1,1,1,36,47865,2
0,1,1,1,0,64,49898,2
0,0,2,0,1,65,32284,1
1,0,2,1,1,77,85885,1
1,0,1,0,0,45,44278,3
1,1,1,0,0,42,45061,1
1,1,2,1,1,54,74528,2
0,1,2,0,0,64,10218,1
0,0,2,1,1,81,69562,2
0,1,3,0,0,41,21136,2
1,0,1,0,1,42,58344,1
1,0,3,1,1,82,48505,2
1,0,1,0,1,30,75322,1
1,0,1,0,0,49,85811,1
1,1,1,1,1,82,86226,3
1,0,2,0,1,73,97682,2
1,0,2,1,0,60,33454,2
1,0,2,1,0,64,63677,2
1,1,3,1,1,78,68776,2
1,0,2,0,1,85,62829,1
0,0,1,0,1,44,62022,2
1,0,3,1,1,54,61794,2
1,0,1,1,1,23,68202,2
0,0,1,1,0,84,23911,1
1,0,1,0,1,69,46785,3
0,1,2,0,0,48,27858,2
0,0,3,1,0,18,53942,2
1,0,3,0,0,48,80295,2
0,0,1,0,0,70,12311,1
1,0,3,0,1,58,46951,3
1,0,3,1,0,48,87686,2
0,0,1,1,1,29,22904,1
1,0,2,1,0,29,30374,2
0,0,1,1,1,21,43991,1
1,0,3,0,0,44,61499,1
1,0,1,1,0,56,92498,1
1,0,2,1,0,70,13755,2
0,0,1,0,1,33,47096,1
1,0,1,0,1,24,79717,1
1,0,3,0,0,68,78912,2
0,0,2,0,0,63,21035,1
1,1,3,0,0,78,61723,1
1,0,1,1,1,20,59765,1
0,1,1,0,0,58,39124,1
0,0,2,0,1,55,26762,1
1,0,2,1,0,25,49742,3
1,1,2,0,1,73,84773,2
0,1,1,1,1,61,20141,2
1,0,1,1,1,67,33321,1
1,1,2,1,1,34,85234,3
0,1,2,0,1,34,75807,2
1,0,2,0,1,44,61005,3
1,0,1,1,1,54,12560,1
1,0,2,1,0,26,61048,2
0,0,3,0,1,41,29737,1
1,0,1,1,0,46,16026,2
1,0,3,1,0,80,71675,2
1,1,3,0,0,49,53627,3
1,0,3,0,0,34,39228,3
1,1,2,1,1,82,98028,3
0,1,1,1,0,35,92854,1
0,1,1,1,0,84,24717,1
1,0,3,1,0,39,37079,3
0,0,1,1,1,84,50413,1
1,0,2,0,0,37,19709,1
1,0,3,0,1,68,45024,2
0,0,1,0,1,48,37268,2
1,0,1,0,0,49,99137,1
1,1,2,1,0,69,53528,3
1,0,1,1,0,45,21178,2
1,0,3,1,1,58,91519,2
1,1,2,0,1,74,97931,2
1,0,2,1,1,40,65737,3
0,1,2,0,1,79,19879,2
1,0,2,1,1,49,71463,3
0,0,1,0,1,25,22864,1
1,0,2,0,0,25,39188,1
1,0,3,1,0,50,89250,1
1,0,2,0,0,48,92764,1
0,1,2,0,1,39,62101,1
1,0,1,0,1,77,71782,1
1,0,2,0,1,46,71671,2
1,0,2,0,1,36,41003,2
1,1,3,0,1,71,55287,2
1,1,1,1,0,23,90263,2
0,0,1,1,0,45,95325,2
1,1,2,0,0,65,69984,1
1,0,3,0,1,19,63578,3
1,0,2,0,0,57,36464,3
1,0,1,0,0,65,57367,1
1,0,2,1,1,43,43405,2
1,0,3,1,1,56,99924,1
1,0,2,1,1,75,93318,1
1,1,2,0,1,46,74019,3
1,1,2,0,1,33,47408,2
1,0,3,1,1,68,79471,2
1,1,3,1,1,77,91605,2
0,0,1,0,0,81,91110,1
1,0,1,0,0,46,40720,1
0,0,1,1,1,60,12620,1
1,1,3,1,1,59,96747,1
1,1,2,0,0,67,16103,2
1,1,2,0,0,48,38402,2
1,0,3,0,0,57,60292,1
1,1,2,0,1,21,94700,3
0,1,2,0,0,49,18265,3
0,0,1,0,0,44,14429,1
0,0,2,1,0,64,51441,2
0,0,2,1,1,39,14674,1
1,0,3,0,0,29,25460,2
1,0,1,0,0,85,87574,2
1,1,3,0,0,30,34784,1
1,0,1,1,0,51,16369,2
0,0,1,1,0,56,18613,1
1,0,2,0,0,53,90252,1
0,0,1,0,0,52,90528,1
1,1,3,1,0,40,74301,1
1,0,3,0,0,24,74679,2
1,0,1,0,0,22,54005,2
1,1,3,0,1,60,81918,2
1,0,2,1,1,29,68130,2
1,0,3,1,0,75,94020,1
1,0,2,0,1,68,89906,1
1,1,3,1,1,23,64854,2
1,0,2,1,0,41,63855,1
0,0,1,0,1,82,52208,1
1,0,1,0,0,84,54865,2
1,0,1,0,1,70,34699,1
1,0,1,1,1,54,42928,3
1,1,1,0,1,44,17647,1
1,0,2,0,1,42,65590,3
1,0,1,1,0,80,64285,1
1,0,1,1,0,36,45052,3
1,0,1,0,0,50,82018,1
0,1,1,0,1,20,15159,2
1,1,2,0,1,60,96068,2
1,0,1,1,0,60,78851,3
1,1,3,0,1,47,22614,2
1,1,1,1,1,20,37186,2
1,0,2,0,1,28,98857,3
0,0,2,0,0,71,15072,2
1,1,3,0,1,42,30352,1
1,0,2,1,1,29,21388,2
1,0,1,0,1,29,44153,2
1,1,1,1,0,54,86500,1
1,0,1,1,1,63,96228,1
1,0,1,0,1,68,95279,1
1,0,1,0,1,68,63948,2
0,1,2,1,0,23,12933,3
1,0,3,1,1,45,92089,2
1,0,2,0,0,25,26870,2
1,0,3,1,0,58,46609,1
1,0,3,0,1,35,79776,1
0,1,1,1,1,37,25815,1
1,0,1,0,0,64,37590,3
1,0,3,0,0,50,51632,2
0,0,2,0,0,83,25634,2
0,1,1,1,1,18,47169,1
1,0,2,1,0,35,57365,2
1,0,3,0,0,62,53704,2
1,1,3,1,0,39,37127,2
1,0,2,0,0,66,28062,3
1,0,2,0,1,66,88220,3
0,1,1,0,0,58,63664,1
0,0,1,0,0,61,32799,3
1,0,1,1,1,55,49814,3
0,0,1,1,0,58,33505,2
1,0,3,0,1,19,30490,2
0,0,1,1,1,80,43263,3
1,0,3,1,0,82,19646,3
1,0,1,0,0,60,68149,1
1,0,2,0,0,70,33332,2
0,1,1,1,1,80,78159,3
1,0,1,0,0,82,42893,3
1,0,1,1,0,38,22292,3
1,0,2,0,1,23,98070,1
1,0,3,0,0,23,65441,3
0,1,1,0,1,64,29145,1
0,0,2,0,0,73,25745,1
0,0,1,0,0,68,22812,3
1,0,3,1,0,27,39743,1
1,0,2,1,0,18,62609,1
1,0,3,0,0,84,20752,1
1,1,2,1,1,47,93296,3
1,0,2,1,0,49,93528,1
1,0,1,1,0,58,94655,3
1,0,1,1,0,85,83022,1
1,0,2,1,1,75,21070,3
0,1,2,0,0,82,53079,2
0,1,1,0,1,66,65922,2
1,1,2,1,0,78,70289,1
0,0,2,0,1,34,70666,1
1,0,2,1,0,61,72600,3
1,1,3,1,1,39,99081,3
1,0,2,1,1,62,60112,2
1,1,2,1,1,36,92411,3
1,0,3,0,1,63,99242,2
1,0,2,0,1,40,75602,1
1,1,1,1,0,71,78587,1
1,1,3,0,1,76,98860,1
1,0,2,1,0,33,97501,2
1,0,1,1,1,18,85381,3
1,1,1,1,1,63,17671,2
1,0,3,0,1,21,37692,2
1,0,3,0,0,77,59064,1
1,0,1,1,0,21,18095,2
0,1,2,0,1,51,34593,1
1,0,1,1,0,23,74899,3
1,0,2,1,1,33,97543,3
0,1,1,1,1,74,65410,2
1,0,2,0,1,61,40978,2
1,1,1,0,0,47,89406,2
0,0,1,0,0,70,62136,1
1,0,1,1,1,52,69339,3
0,0,1,0,1,34,46183,2
1,0,2,0,1,31,91952,2
0,0,1,0,0,39,61231,2
1,0,3,0,0,44,79629,2
1,0,2,0,0,33,48284,1
1,0,1,0,0,67,65709,1
1,1,1,1,0,42,77815,2
1,0,1,0,1,59,98795,2
0,0,1,1,1,63,27336,2
1,0,1,0,1,48,74151,1
1,0,1,1,0,21,40482,1
1,1,3,1,1,47,11069,1
0,1,1,1,1,19,15562,1
1,0,1,0,0,84,46793,2
1,0,3,1,1,78,36708,2
1,1,1,0,1,81,94773,1
1,0,3,1,1,18,97133,2
1,0,3,0,0,19,85119,2
1,0,2,1,1,68,93123,1
1,0,2,1,0,33,61531,1
1,0,2,1,0,58,76323,1
1,0,2,0,0,52,44307,2
0,0,1,0,0,85,19961,1
1,0,3,0,1,57,83743,1
1,0,3,0,0,77,38248,2
1,0,2,0,1,44,94201,1
0,0,1,1,0,41,58003,1
1,0,1,0,1,26,52840,3
1,0,2,0,0,58,51534,2
1,0,1,0,0,31,74826,1
0,0,3,0,1,51,32506,2
1,0,1,0,1,53,81745,1
1,0,2,1,0,78,50258,2
1,0,2,1,0,23,59253,2
1,0,2,0,0,60,83700,3
1,0,3,0,0,81,64955,2
1,0,2,0,0,49,95260,3
1,0,3,1,0,53,33839,1
1,0,2,0,0,79,96406,1
1,0,2,1,1,38,43901,1
1,0,1,1,0,74,33736,2
1,1,3,1,1,40,68188,3
1,0,1,1,0,83,63465,2
1,0,2,1,0,26,74631,3
1,0,2,0,1,74,91305,1
1,0,1,0,1,83,31312,3
0,1,1,0,0,79,96486,3
1,0,2,0,1,83,70778,2
1,0,2,1,1,29,44365,1
1,0,1,0,1,23,83424,2
0,1,1,0,1,31,39814,2
0,0,2,0,1,45,59741,2
1,0,1,1,1,66,83551,3
1,0,3,0,1,61,55919,1
1,1,3,1,1,29,66037,2
1,1,2,1,1,72,58601,3
1,0,3,1,0,18,88141,2
1,0,3,0,1,56,52189,2
1,1,2,1,0,22,31080,1
1,1,2,0,0,65,92483,3
1,0,2,1,1,35,80895,2
0,0,1,1,1,62,33681,2
1,0,1,1,0,38,48833,1
1,1,1,0,1,68,73314,3
1,0,3,0,1,53,35756,1
1,0,2,1,0,41,44635,3
1,0,1,1,0,77,64670,2
1,0,3,1,0,69,59131,1
0,1,1,0,0,71,42826,1
0,1,3,0,1,67,12040,1
1,0,3,0,0,37,24520,3
1,0,2,1,1,23,21478,2
1,0,3,1,1,83,77527,2
1,0,2,1,1,23,21137,1
1,1,2,0,1,65,94853,3
1,0,1,1,0,73,72101,1
1,0,2,1,1,78,53611,1
1,0,1,0,1,27,69760,3
1,0,1,1,1,60,75566,1
1,0,1,0,1,61,99042,1
0,0,1,1,1,33,66213,3
1,0,3,0,0,82,28945,3
0,1,2,0,1,33,32147,1
1,0,2,1,1,80,47106,2
0,1,3,0,1,44,59992,2
0,1,1,0,0,70,52799,2
1,0,3,0,0,78,78248,2
1,1,3,1,0,50,55314,1
1,0,3,0,1,31,86779,1
1,0,2,0,0,62,14271,1
1,1,1,0,0,84,92994,2
1,1,2,0,0,64,24261,2
1,1,2,0,0,68,88575,2
0,0,1,0,0,36,39966,1
1,0,2,1,0,57,47369,1
0,0,1,1,0,24,28411,2
1,0,2,1,0,42,90170,1
1,0,1,1,0,81,75023,1
0,0,3,1,1,74,21497,2
0,0,1,0,1,62,22414,2
1,0,3,1,0,25,72590,2
1,1,2,0,1,37,58397,2
1,0,1,0,1,27,72932,2
1,1,3,1,0,41,98555,2
1,1,3,1,0,40,98617,1
1,0,3,1,1,79,43936,2
1,1,3,1,0,84,59116,3
1,0,3,1,0,62,29089,1
0,0,1,1,1,56,40487,2
1,0,3,1,0,33,81052,1
0,1,3,0,0,67,22034,1
0,0,3,1,1,53,14496,2
1,1,3,0,0,77,59729,1
1,0,3,1,0,64,81680,1
0,1,2,0,0,81,28329,2
1,1,3,1,0,44,78131,1
0,1,1,0,0,84,30114,1
0,0,1,1,1,81,32533,2
1,0,3,1,1,30,17945,2
1,0,2,0,0,42,17925,2
1,0,1,0,0,47,69028,1
1,1,3,1,1,38,29319,2
0,0,3,0,1,65,19647,2
0,1,1,1,0,75,10246,2
0,0,1,0,1,59,76168,2
0,0,3,1,1,36,23504,1
1,0,1,0,1,33,23246,3
0,1,2,1,0,48,16151,2
0,0,1,0,0,60,42370,1
0,1,1,0,1,71,74302,1
0,1,3,0,0,41,65648,1
0,0,1,0,1,63,24055,1
1,0,1,0,1,51,81284,2
1,0,2,0,1,75,14834,2
0,0,1,1,0,57,11623,1
1,1,3,1,0,22,88991,2
0,1,1,1,0,28,31284,1
1,0,3,0,1,34,94226,2
1,0,1,1,1,53,82220,2
1,0,2,1,0,62,91043,3
1,1,2,0,1,41,63596,2
1,0,2,0,1,51,81802,2
1,0,2,1,1,26,33606,2
1,0,3,1,1,21,89453,1
1,1,3,0,0,66,35697,2
0,0,1,1,1,74,38475,2
1,0,1,0,0,55,80960,1
1,0,2,1,0,20,79841,1
1,1,2,0,1,20,99486,1
0,1,1,0,1,81,88794,2
0,0,3,0,0,52,20139,1
1,0,1,1,0,29,30448,2
1,0,2,1,0,68,55721,1
0,0,1,1,1,24,59296,1
1,0,3,1,0,64,80316,1
1,0,3,0,1,34,30952,1
1,1,3,1,1,74,61677,2
1,0,2,1,1,78,62135,1
1,0,1,1,1,64,88689,1
1,0,2,1,0,42,80580,3
1,1,3,1,1,50,95310,1
1,0,3,1,0,64,79043,1
0,1,2,0,0,83,27496,1
1,1,3,1,0,26,41246,1
1,0,2,1,1,19,18210,1
1,0,2,1,0,49,76169,2
0,0,1,1,1,31,34042,1
1,1,3,0,1,44,29356,2
1,0,1,1,1,20,33653,1
0,1,1,0,0,83,46251,1
1,0,2,1,1,54,57124,2
0,1,3,0,1,77,35174,2
1,0,1,1,1,48,64332,1
1,0,3,0,0,53,25969,3
1,0,1,0,0,22,69150,2
1,0,3,0,1,22,74228,2
1,0,1,1,1,59,65451,1
1,0,3,1,1,80,24817,2
1,0,1,1,0,64,78927,1
0,1,2,0,1,79,57209,2
1,0,1,1,0,22,56445,3
1,0,2,0,0,28,36720,1
1,0,3,0,1,32,95600,3
1,0,1,1,1,41,27798,3
0,0,1,1,1,40,11070,2
0,0,1,0,1,40,22781,1
1,0,1,1,1,19,75021,3
1,0,2,1,1,77,27922,2
1,0,3,0,0,21,33973,2
1,0,3,1,0,31,21761,1
0,1,1,0,0,47,20909,1
1,0,1,0,0,77,94596,1
1,0,3,0,1,55,39403,2
0,0,1,0,0,83,14184,3
1,0,2,0,0,53,88738,1
1,0,3,1,0,26,57395,2
1,0,1,0,1,35,43927,3
1,1,3,1,1,61,84238,1
1,1,2,0,1,26,70482,2
1,1,1,0,0,65,51382,1
1,0,1,0,1,39,18762,1
1,0,1,1,1,23,93496,2
1,0,2,0,1,55,50526,2
1,0,2,0,1,47,21499,2
1,0,3,0,1,25,85402,2
1,0,3,1,0,83,22583,1
1,0,2,0,1,43,83685,1
1,0,1,0,0,79,23496,2
1,0,1,0,0,36,31793,1
1,0,1,1,1,32,43758,2
1,0,3,0,0,35,36341,2
1,0,2,0,1,44,93168,1
1,1,3,0,1,61,89519,1
1,0,1,0,1,62,58574,2
1,0,3,0,1,77,52445,2
1,0,2,0,0,72,99923,2
1,1,3,0,0,43,87041,3
1,1,1,1,0,41,33987,3
1,0,1,1,0,60,33908,2
1,0,3,1,1,38,44939,2
1,0,3,1,1,36,68785,1
1,0,1,1,1,19,93429,3
1,1,3,0,1,41,62263,3
1,0,3,1,1,34,79387,1
0,0,2,0,0,81,24773,1
0,0,1,0,0,70,63146,1
1,1,1,0,1,28,98370,2
1,0,3,1,1,35,70866,1
1,0,1,0,0,45,87411,1
1,1,2,1,1,27,70156,1
0,1,1,0,0,79,36896,3
1,1,3,0,1,54,92884,2
1,0,2,1,0,75,94208,3
1,0,1,0,1,76,66336,3
1,0,3,0,0,81,74880,1
1,0,2,1,1,47,63420,1
1,1,3,1,0,29,84242,1
0,1,1,1,0,52,29600,1
1,1,2,0,1,27,46221,2
1,0,1,0,0,37,86713,2
1,0,3,0,0,83,59450,2
1,0,3,1,1,43,57174,2
1,0,1,1,1,52,24507,1
0,0,1,0,0,73,37561,1
1,0,3,0,0,62,76220,3
0,0,1,1,1,63,36544,2
1,1,1,0,1,81,84489,3
1,0,1,1,0,69,16268,2
1,1,2,1,0,84,47051,1
1,0,2,0,0,32,60410,2
1,0,2,0,1,65,63841,3
1,0,2,0,1,51,70145,2
1,0,1,0,1,43,99534,2
1,0,3,1,1,33,50891,3
1,0,3,1,0,66,90812,1
1,0,3,0,1,40,60913,1
1,0,1,0,0,45,61011,1
1,1,3,0,1,18,50262,3
1,0,2,1,0,21,41505,1
0,1,2,1,0,71,56547,1
1,1,1,0,0,59,93796,1
1,0,2,1,0,34,37809,2
1,1,3,1,1,20,85276,3
1,0,1,0,0,85,63919,1
0,1,1,1,0,84,17081,1
1,1,3,1,1,78,61026,3
0,1,2,1,1,30,58903,1
0,1,1,0,1,33,49634,3
0,0,1,0,0,69,60688,1
1,0,1,0,0,19,89481,2
1,0,1,0,1,81,87932,1
1,1,3,1,0,55,61360,3
0,1,1,0,0,46,20201,1
1,0,3,0,1,34,58607,3
1,0,1,1,1,30,19319,2
1,0,1,0,1,39,97696,2
1,0,3,0,0,36,98222,1
1,0,1,1,1,61,43948,3
0,0,1,1,0,39,57172,1
0,1,1,1,1,41,11890,1
1,0,3,1,1,45,14234,1
1,0,3,0,1,33,86233,3
1,0,1,1,0,39,52967,2
1,0,3,1,0,21,22945,1
1,0,3,0,0,53,50149,2
1,0,1,1,0,32,37354,1
1,0,3,0,0,74,39059,1
0,0,1,1,0,69,50695,1
1,0,2,1,0,24,17917,1
1,0,1,0,1,34,45992,2
1,0,2,1,0,42,67824,2
1,0,2,1,0,43,50978,2
1,0,2,0,0,64,35614,1
1,0,3,0,1,57,14664,1
1,0,1,0,0,43,48528,3
1,0,1,1,0,61,10889,1
1,1,2,1,1,50,87099,2
1,0,2,1,0,77,60450,1
1,1,3,1,1,61,41129,1
1,0,3,0,1,40,66096,2
1,1,1,0,0,68,35808,1
1,0,1,0,1,19,26501,2
1,0,1,0,0,30,49645,2
1,0,2,1,1,23,56106,2
1,0,3,0,1,32,91755,3
1,0,3,0,0,56,66617,2
1,0,3,0,1,36,10861,1
1,0,3,0,1,57,38275,3
1,1,3,0,1,69,31557,1
1,1,3,0,0,73,41984,2
0,0,1,0,0,55,15275,1
1,1,3,0,0,67,30812,1
1,0,2,1,0,63,21359,2
1,0,2,0,0,31,74050,1
0,1,1,0,1,82,18794,1
1,0,3,0,1,33,66099,2
0,1,2,0,1,43,81853,1
1,0,3,1,0,57,78163,2
1,1,2,0,0,20,41606,1
1,1,3,1,0,52,24632,2
1,0,2,0,0,19,13348,1
1,0,3,1,1,32,23825,2
1,0,2,1,0,73,38909,2
1,0,2,0,0,32,34155,2
0,1,3,1,1,43,32341,1
1,0,1,0,1,40,77030,3
1,0,2,1,1,35,69270,1
1,0,3,0,0,28,98947,2
0,1,1,1,1,61,41415,2
0,0,1,0,0,26,55231,2
1,1,1,1,1,71,92522,1
0,1,1,1,1,46,63603,2
1,0,1,1,0,32,79979,1
0,0,2,0,0,82,20516,1
1,0,1,1,0,52,43806,3
1,1,2,1,1,54,27598,2
0,0,2,0,1,42,11584,1
0,0,1,0,1,23,73494,1
1,0,1,1,0,38,90770,1
1,0,2,1,0,25,56559,1
0,0,1,0,1,61,58363,3
0,0,1,1,0,81,58192,1
1,1,2,1,1,18,95987,1
0,0,2,0,0,30,59649,2
1,0,3,0,0,35,64460,2
1,0,2,1,1,83,55197,1
1,0,3,1,1,85,53701,1
1,0,1,0,0,33,65639,2
0,0,3,1,1,33,10083,2
1,1,1,1,1,19,52952,3
1,0,2,1,0,48,18452,2
1,0,3,1,0,21,72006,2
0,1,1,0,1,42,69192,1
1,0,2,1,0,21,55218,2
0,1,1,1,1,47,23354,2
0,0,1,0,0,44,50634,2
1,1,2,0,0,18,43047,1
1,1,3,1,1,56,19366,3
1,0,3,1,0,54,38649,2
1,1,1,1,0,23,67132,2
1,0,2,0,1,77,61134,3
1,0,1,1,0,30,37298,2
1,1,3,0,1,21,80628,1
1,1,3,1,0,71,88664,2
1,0,2,1,1,69,85124,3
1,0,1,0,1,20,82209,1
1,0,3,0,1,64,32289,3
1,0,3,1,1,68,26881,3
0,0,1,1,1,62,50478,3
1,1,2,0,0,39,51359,2
1,0,3,0,0,46,68700,2
1,0,1,0,0,52,92954,2
0,0,1,1,0,81,68063,3
1,1,1,0,0,37,72704,2
1,0,3,0,0,23,91432,2
1,0,1,0,0,45,19933,1
0,0,1,1,0,67,25744,2
1,0,2,1,1,28,57490,2
1,1,3,1,1,40,12260,1
1,0,2,0,0,52,79199,1
1,1,2,1,1,74,92817,3
1,0,2,1,0,68,84368,1
1,1,1,0,0,31,50568,2
1,1,3,0,0,57,83467,1
1,0,3,1,0,46,13826,1
1,1,2,1,0,43,79186,3
1,1,3,1,1,41,99214,1
1,0,1,1,1,69,88581,1
1,0,3,1,1,62,36481,2
0,1,1,0,0,70,71260,1
1,0,1,1,0,44,76421,2
1,0,1,1,1,18,86983,2
1,0,3,0,1,75,42594,2
0,1,3,0,1,67,30300,2
1,0,3,1,0,62,41195,2
1,0,3,0,0,37,33141,1
1,0,3,1,1,20,76289,1
1,0,2,0,0,42,78154,3
1,0,1,1,1,81,55951,1
1,0,2,1,1,24,32972,2
1,0,2,1,1,22,75922,1
0,1,1,0,0,68,73071,2
1,0,1,0,0,46,77634,1
1,0,2,0,1,30,37501,1
0,1,2,0,0,61,25389,1
0,0,1,0,1,59,56079,2
1,0,1,0,1,79,70705,3
1,0,1,1,1,62,67404,1
1,0,3,1,1,51,91425,2
0,0,1,1,0,47,26816,3
1,0,1,1,1,64,75345,2
1,0,3,1,1,45,94236,1
1,0,3,1,0,69,82575,1
1,0,2,0,0,44,26426,3
1,0,1,1,0,54,58322,3
1,0,2,0,1,52,40321,1
1,0,2,1,0,65,52434,3
1,0,3,0,0,69,82279,3
0,0,1,0,0,53,72756,3
1,1,2,0,0,24,29013,2
1,0,1,1,0,70,71623,2
1,0,2,1,1,36,86456,2
0,0,1,0,1,28,12708,1
1,0,3,1,1,71,43318,2
0,0,1,0,1,82,19920,1
1,0,1,1,1,49,22353,1
1,0,2,0,1,31,50879,2
1,0,1,0,0,62,88597,2
1,1,3,0,0,50,97918,2
1,0,1,1,0,25,31784,2
0,0,3,1,1,80,19382,2
1,0,2,1,0,76,37603,1
0,1,3,0,1,43,76583,3
1,1,2,1,0,53,87840,3
1,1,2,0,0,23,40645,1
1,0,3,0,0,45,62949,2
0,0,1,0,1,64,68691,3
1,0,3,0,0,69,89527,1
0,0,1,1,1,69,34173,2
0,0,2,0,1,76,78726,1
1,0,3,0,0,50,32500,1
1,0,1,0,0,36,64397,2
1,0,1,1,0,80,89602,2
0,1,2,0,1,72,44928,1
1,0,1,1,0,26,46490,2
1,1,1,1,1,24,47790,1
0,1,1,0,1,64,41550,1
1,0,1,1,1,61,54786,1
1,0,3,0,0,54,25165,3
1,0,2,0,0,68,69318,3
1,1,2,0,0,30,88277,2
0,0,1,1,1,28,38434,1
1,1,1,1,0,31,14455,1
0,1,1,1,1,58,21067,1
1,0,3,1,0,39,17744,3
1,0,3,1,0,53,41195,1
1,0,3,1,0,42,73426,3
1,1,3,0,0,21,63687,2
1,1,2,0,0,18,22908,2
0,1,1,0,1,50,67041,2
0,0,1,0,1,82,24628,2
0,1,2,0,0,79,60369,2
0,0,1,0,1,54,25628,1
1,0,2,0,1,47,32366,3
0,1,1,1,0,45,15411,2
1,0,1,1,1,43,49687,2
1,0,2,1,0,52,79626,3
0,1,1,1,0,79,14250,2
1,1,2,0,1,75,39307,1
0,1,1,1,1,74,70049,1
1,0,3,0,0,29,64920,1
0,0,1,1,0,41,44522,1
0,0,1,0,1,18,22636,1
1,0,2,0,1,31,82184,2
1,0,2,0,0,55,34952,3
1,0,3,0,1,32,61900,3
1,0,3,1,0,40,88398,1
1,0,3,1,0,56,55203,3
1,0,2,1,0,32,62203,1
1,1,1,1,0,78,82618,1
1,0,1,0,0,32,90187,3
0,0,2,1,1,77,32653,3
1,0,2,0,1,77,75425,1
0,1,2,0,1,65,33008,3
1,1,2,1,1,22,62226,2
0,1,2,1,1,25,53327,2
0,0,2,1,1,70,38962,2
1,0,1,1,1,36,87947,3
1,0,3,1,0,52,16654,2
1,1,3,0,0,44,81002,1
1,0,3,1,1,64,88148,2
1,0,1,1,1,56,61992,1
1,0,2,0,0,21,19904,1
1,0,1,1,1,66,83722,1
1,0,1,1,0,24,87460,3
1,0,2,1,1,45,64121,3
0,0,1,1,1,19,32795,1
1,0,3,1,0,38,54837,2
1,0,3,0,1,61,26743,2
1,0,2,1,1,84,42950,3
1,1,2,1,1,29,36065,2
1,0,1,1,0,33,40594,2
1,0,3,1,0,54,53613,2
1,0,1,0,1,42,70834,2
1,1,3,0,0,36,46456,3
1,1,1,1,1,48,36152,2
1,0,3,1,1,63,73900,3
1,0,2,0,0,18,55664,1
1,1,2,1,0,25,65124,3
1,0,1,1,0,85,81125,2
1,0,1,1,1,67,51701,2
1,0,2,0,0,57,96234,1
